priority_rank,school_id,school_name,region,priority_score,priority_category,risk_score,risk_level,regional_risk_score,regional_risk_level,problem_detected,recommended_intervention,intervention_priority,expected_improvement_range,assumption_basis,weak_subject_count,weak_subjects,weakest_subject,weakest_subject_gpa,weakest_subject_pass_rate,pass_rate_decline_score,subject_failure_score,trend_instability_score,data_quality,data_origin,scenario_origin
2123,S4259,UKUTINI SECONDARY SCHOOL,KUSINI PEMBA,39.148415697674416,Low,37.80544873495851,Moderate,29.748407031979866,Safe,5 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",5,"BASIC MATHEMATICS, BIOLOGY, CIVICS, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,4.814,13.953488372093023,0.0,39.3048128342246,86.7133496156371,Complete,observed-derived,assumption-based
2124,S1358,DABIL SECONDARY SCHOOL,MANYARA,39.147374999999464,Low,10.628548808227034,Safe,9.64228792784645,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.4286,35.064935064935064,0.0,8.500772797527048,26.9277232298964,Complete,observed-derived,assumption-based
2125,S6521,PANGANI HALISI SECONDARY SCHOOL,TANGA,39.14297535211268,Low,11.257253384912959,Safe,20.294586897484997,Safe,5 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",5,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, HISTORY",BASIC MATHEMATICS,4.7042,19.718309859154928,0.0,37.524177949709866,0.0,Insufficient trend history,observed-derived,assumption-based
2126,S2940,KWAMONGO SECONDARY SCHOOL,TANGA,39.14203947368421,Low,34.72830112434582,Moderate,20.294586897484997,Safe,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, ENGLISH LANGUAGE, HISTORY, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,4.9737,2.631578947368421,0.0,44.31486880466472,71.44613494315468,Complete,observed-derived,assumption-based
2127,S1022,KAMBANGWA SECONDARY SCHOOL,DAR ES SALAAM,39.13682453416149,Low,32.00217605935773,Moderate,20.104661333212597,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,4.6398,18.012422360248447,0.0,39.82193443949817,66.85198575836094,Complete,observed-derived,assumption-based
2128,S1722,TEMEKE SECONDARY SCHOOL,DAR ES SALAAM,39.13677052785924,Low,30.24224860401877,Moderate,20.104661333212597,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ELIMU YA DINI YA KIISLAMU, ENGLISH LANGUAGE, GEOGRAPHY",BASIC MATHEMATICS,4.783,12.316715542521994,0.0,41.8747737965979,58.93272155013133,Complete,observed-derived,assumption-based
2129,S2305,MURANDA SECONDARY SCHOOL,MARA,39.13456790123456,Low,18.16129121512466,Safe,14.728177735991629,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE",BASIC MATHEMATICS,4.8148,9.876543209876543,0.0,35.14376996805112,25.393867415697752,Complete,observed-derived,assumption-based
2130,S6155,KEWAMAMBA SECONDARY SCHOOL,MARA,39.13416666666667,Low,31.835500000000003,Moderate,14.728177735991629,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE",BASIC MATHEMATICS,4.6533,18.666666666666668,0.0,33.33333333333334,72.785,Limited trend history,observed-derived,assumption-based
2131,S2145,TONGI SECONDARY SCHOOL,TABORA,39.12641447368421,Low,28.158808916683167,Safe,13.865702227986798,Safe,5 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",5,"BASIC MATHEMATICS, BIOLOGY, ENGLISH LANGUAGE, HISTORY, PHYSICS",BASIC MATHEMATICS,4.5789,26.31578947368421,0.0,29.25764192139738,64.60505446754651,Complete,observed-derived,assumption-based
2132,S6240,IRIKIPONI SECONDARY SCHOOL,KILIMANJARO,39.125789473684215,Low,19.454959165154264,Safe,12.807062794844985,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, BIOLOGY, CIVICS",BASIC MATHEMATICS,4.7105,15.789473684210526,0.0,30.0,34.84986388384755,Limited trend history,observed-derived,assumption-based
2133,S7155,KITANGA KISARAWE SECONDARY SCHOOL,PWANI,39.1225,Low,35.2374705882353,Moderate,17.439754644711357,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,5.0,0.0,0.0,45.58823529411765,71.87,Limited trend history,observed-derived,assumption-based
2134,S5310,AMAHORO SECONDARY SCHOOL,KIGOMA,39.11736111111111,Low,29.213618230194975,Safe,15.6157062435702,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, CIVICS, ENGLISH LANGUAGE, HISTORY",BASIC MATHEMATICS,4.7778,16.666666666666664,0.0,31.683168316831683,65.69555911715157,Complete,observed-derived,assumption-based
2135,S3015,MWANGOYE SECONDARY SCHOOL,TABORA,39.11596590126277,Low,20.94018624657121,Safe,13.865702227986798,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, CIVICS, ENGLISH LANGUAGE, HISTORY",BASIC MATHEMATICS,4.6154,19.230769230769234,7.060849598162666,32.7944572748268,27.59169741619369,Complete,observed-derived,assumption-based
2136,S1903,TEGERUKA SECONDARY SCHOOL,MARA,39.11538793103448,Low,27.148367648101186,Safe,14.728177735991629,Safe,5 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",5,"BASIC MATHEMATICS, BIOLOGY, CIVICS, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,4.6207,18.96551724137931,0.0,37.30337078651685,53.191188040487106,Complete,observed-derived,assumption-based
2137,S1508,SELYA SECONDARY SCHOOL,MBEYA,39.113153973021724,Low,19.635638219916274,Safe,15.2299274586872,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, BIOLOGY, ENGLISH LANGUAGE, HISTORY",BASIC MATHEMATICS,4.5062,29.629629629629626,6.3322404785810775,32.68608414239482,24.323055952551325,Complete,observed-derived,assumption-based
2138,S1343,ANNE MARIE SECONDARY SCHOOL,DAR ES SALAAM,39.10362499999919,Low,12.339860819127201,Safe,20.104661333212597,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, BOOK-KEEPING",BOOK-KEEPING,4.3333,56.666666666666664,0.0,9.43271767810026,31.700151718990412,Complete,observed-derived,assumption-based
2139,S1674,PHILIP MANGULA SECONDARY SCHOOL,NJOMBE,39.102033666039915,Low,14.67746956071518,Safe,11.733623151058401,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, ENGLISH LANGUAGE, HISTORY",BASIC MATHEMATICS,4.4963,32.592592592592595,6.920150366193253,26.660516605166052,13.037514775626875,Complete,observed-derived,assumption-based
2140,S3707,KANYELE SECONDARY SCHOOL,RUKWA,39.09297619047619,Low,28.22603816002036,Safe,13.638320884934004,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9405,3.571428571428571,0.0,37.60683760683761,56.479956259896916,Complete,observed-derived,assumption-based
2141,S3540,KITOPE SECONDARY SCHOOL,KASKAZINI UNGUJA,39.09169117647059,Low,34.34247970587258,Moderate,31.980911441841236,Moderate,8 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",8,"ARABIC LANGUAGE, BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8824,7.352941176470589,0.0,42.76094276094277,71.71398959196583,Complete,observed-derived,assumption-based
2142,S0886,SEMKIWA SECONDARY SCHOOL,TANGA,39.088999655647385,Low,21.716111927831385,Safe,20.294586897484997,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, BIOLOGY, HISTORY",BASIC MATHEMATICS,4.6657,15.469613259668508,0.0,34.027017159547285,38.36002259989066,Complete,observed-derived,assumption-based
2143,S2154,NITEKELA SECONDARY SCHOOL,MTWARA,39.085725000000025,Low,24.731668270276707,Safe,15.138119010705694,Safe,5 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",5,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, HISTORY",BASIC MATHEMATICS,4.8367,10.204081632653061,0.0,40.43583535108959,42.0030588831661,Complete,observed-derived,assumption-based
2144,S6141,BUNDA STOO SECONDARY SCHOOL,MARA,39.082856270358306,Low,14.878619562858331,Safe,14.728177735991629,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, BIOLOGY, CIVICS, HISTORY",BASIC MATHEMATICS,4.6091,17.91530944625407,0.0,30.145438519171435,19.44996002368967,Limited trend history,observed-derived,assumption-based
2145,S6950,KILINDI UNGUJA SECONDARY SCHOOL,KASKAZINI UNGUJA,39.08142045454545,Low,15.784479670118902,Safe,31.980911441841236,Moderate,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,5.0,0.0,0.0,40.25316455696203,12.361767676767643,Limited trend history,observed-derived,assumption-based
2146,S6387,KATINDIUKA SECONDARY SCHOOL,MOROGORO,39.07792658730159,Low,32.700395705521466,Moderate,15.95585882761668,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CIVICS, GEOGRAPHY, HISTORY",BASIC MATHEMATICS,4.7143,15.873015873015872,0.0,36.19631901840491,72.80499999999998,Limited trend history,observed-derived,assumption-based
2147,S1603,NYOLOLO SECONDARY SCHOOL,IRINGA,39.073819444444446,Low,32.7655543760212,Moderate,12.684959143067804,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, HISTORY, LITERATURE IN ENGLISH",BASIC MATHEMATICS,4.9028,5.555555555555555,0.0,41.7910447761194,67.42746981061794,Complete,observed-derived,assumption-based
2148,S1228,MTAPIKA SECONDARY SCHOOL,MTWARA,39.07323863636364,Low,21.600916120443387,Safe,15.138119010705694,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.8117,12.337662337662337,0.0,40.17543859649123,31.827615138320063,Complete,observed-derived,assumption-based
2149,S5823,SHILUSHI SECONDARY SCHOOL,MWANZA,39.070415893101355,Low,17.877629328421122,Safe,12.76285609523234,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, BIOLOGY, CIVICS",BASIC MATHEMATICS,4.6863,15.686274509803921,6.59468438538159,24.84848484848486,25.950700399076766,Complete,observed-derived,assumption-based
2150,S2552,BUNAMBIYU SECONDARY SCHOOL,SHINYANGA,39.06888888888889,Low,32.42321490940908,Moderate,13.63569660813777,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, LITERATURE IN ENGLISH",BASIC MATHEMATICS,4.6667,18.51851851851852,0.0,41.12554112554112,66.9518419058225,Complete,observed-derived,assumption-based
2151,S6193,UMOJA 'B' SECONDARY SCHOOL,MTWARA,39.061875,Low,15.91007623215108,Safe,15.138119010705694,Safe,6 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",6,"BASIC MATHEMATICS, BIOLOGY, CHEMISTRY, CIVICS, GEOGRAPHY, PHYSICS",BASIC MATHEMATICS,4.975,2.5,0.0,26.34730538922156,26.686282051282046,Limited trend history,observed-derived,assumption-based
2152,S3467,MBEYELA SECONDARY SCHOOL,NJOMBE,39.06039901797227,Low,20.006299668041997,Safe,11.733623151058401,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, CIVICS",BASIC MATHEMATICS,4.2556,32.967032967032964,9.029308471463514,23.741935483870975,30.906652114317662,Complete,observed-derived,assumption-based
2153,S3595,KANEGERE SECONDARY SCHOOL,GEITA,39.04840909090909,Low,16.696284731457926,Safe,16.926172579617003,Safe,4 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",4,"BASIC MATHEMATICS, BIOLOGY, BOOK-KEEPING, CIVICS",BASIC MATHEMATICS,4.4091,36.36363636363637,0.0,26.0,29.654282438193093,Complete,observed-derived,assumption-based
2154,S6218,NYAMATO SECONDARY SCHOOL,PWANI,39.04770833333333,Low,33.800928571428564,Moderate,17.439754644711357,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, GEOGRAPHY, HISTORY, LITERATURE IN ENGLISH, PHYSICS",BASIC MATHEMATICS,4.9333,6.666666666666667,0.0,36.904761904761905,75.76499999999999,Limited trend history,observed-derived,assumption-based
2155,S2375,KERENGE SECONDARY SCHOOL,TANGA,39.04734649122807,Low,34.588998126185174,Moderate,20.294586897484997,Safe,7 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",7,"BASIC MATHEMATICS, BIOLOGY, CIVICS, ENGLISH LANGUAGE, GEOGRAPHY, HISTORY, PHYSICS",BASIC MATHEMATICS,4.9474,1.7543859649122806,0.0,47.74774774774775,67.5489126728695,Complete,observed-derived,assumption-based
